ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morpheme_Glosses,Partial_Cognacy,Chinese_Characters
Nanjing-Liu-2007-201-164-1,,Nanjing,Liu-2007-201-164,iɑ¹³ tʂʰʅ¹¹,iɑ¹³ tʂʰʅ¹¹,j ɑ ¹³ + ʈʂʰ ʅ ¹¹,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Jixi-Liu-2007-201-164-1,,Jixi,Liu-2007-201-164,ŋo⁴⁴⁻³⁵ tsɿ²¹³,ŋo⁴⁴⁻³⁵ tsɿ²¹³,ŋ o ⁴⁴ + ts ɿ ²¹³,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Suzhou-Liu-2007-201-164-1,,Suzhou,Liu-2007-201-164,ŋɑ¹³⁻²² tsɿ⁵²⁻³¹,ŋɑ¹³⁻²² tsɿ⁵²⁻³¹,ŋ ɑ ¹³ + ts ɿ ⁵²,,Liu2007,,,,,i n t + i n t,tooth/牙 -child:SUF/子,363 19,牙 子
Wenzhou-Liu-2007-201-164-1,,Wenzhou,Liu-2007-201-164,ŋo³⁴¹⁻⁴² tsʰɿ²⁴²⁻²²,ŋo³⁴¹⁻⁴² tsʰɿ²⁴²⁻²²,ŋ o ³⁴¹ + tsʰ ɿ ²⁴²,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Changsha-Liu-2007-201-164-1,,Changsha,Liu-2007-201-164,ŋa¹³ tsʰɿ⁴¹,ŋa¹³ tsʰɿ⁴¹,ŋ a ¹³ + tsʰ ɿ ⁴¹,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Loudi-Liu-2007-201-164-1,,Loudi,Liu-2007-201-164,ŋɔ¹³ dzɿ⁴²,ŋɔ¹³ dzɿ⁴²,ŋ ɔ ¹³ + dz ɿ ⁴²,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Nanchang-Liu-2007-201-164-1,,Nanchang,Liu-2007-201-164,ŋo⁴⁵ tsɿ⁰,ŋo⁴⁵ tsɿ⁰,ŋ o ⁴⁵ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Meixian-Liu-2007-201-164-1,,Meixian,Liu-2007-201-164,ŋa¹¹ tsʰɿ³¹,ŋa¹¹ tsʰɿ³¹,ŋ a ¹¹ + tsʰ ɿ ³¹,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Guilin-Liu-2007-201-164-1,,Guilin,Liu-2007-201-164,ŋᴀ²² tɕʰi²³⁻³³,ŋᴀ²² tɕʰi²³⁻³³,ŋ a̠ ²² + tɕʰ i ²³,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Guangzhou-Liu-2007-201-164-1,,Guangzhou,Liu-2007-201-164,ŋa²¹ tsʰi³⁵,ŋa²¹ tsʰi³⁵,ŋ a ²¹ + tsʰ i ³⁵,,Liu2007,,,,,i n t + i n t,tooth/牙 tooth/齒,363 364,牙 齒
Fuzhou-Liu-2007-201-164-1,,Fuzhou,Liu-2007-201-164,kʰi³²,kʰi³²,kʰ i ³²,,Liu2007,,,,,i n t,tooth/齒,364,齒
Xiamen-Liu-2007-201-164-1,,Xiamen,Liu-2007-201-164,tsʰui²²⁻²¹ kʰi⁵³,tsʰui²²⁻²¹ kʰi⁵³,tsʰ w i ²² + kʰ i ⁵³,,Liu2007,,,,,i m n t + i n t,_mouth/喙 tooth/齒,365 364,喙 齒
Beijing-Liu-2007-201-165-1,,Beijing,Liu-2007-201-165,iɛn⁵⁵,iɛn⁵⁵,j ɛ n ⁵⁵,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Haerbin-Liu-2007-201-165-1,,Haerbin,Liu-2007-201-165,ian⁴⁴,ian⁴⁴,j a n ⁴⁴,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Jinan-Liu-2007-201-165-1,,Jinan,Liu-2007-201-165,iæ̃²¹⁴,iæ̃²¹⁴,j æ̃ ²¹⁴,,Liu2007,,,,,i n t,smoke/煙,366,煙
Rongcheng-Liu-2007-201-165-1,,Rongcheng,Liu-2007-201-165,iɐn⁵²,iɐn⁵²,j ɐ n ⁵²,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Taiyuan-Liu-2007-201-165-1,,Taiyuan,Liu-2007-201-165,ie²¹,ie²¹,j e ²¹,,Liu2007,,,,,i n t,smoke/煙,366,煙
XiAn-Liu-2007-201-165-1,,XiAn,Liu-2007-201-165,iæ̃²¹,iæ̃²¹,j æ̃ ²¹,,Liu2007,,,,,i n t,smoke/煙,366,煙
Chengdu-Liu-2007-201-165-1,,Chengdu,Liu-2007-201-165,iɛn⁴⁵ iər⁵⁵,iɛn⁴⁵ iər⁵⁵,j ɛ n ⁴⁵ + j ə ⁵⁵,,Liu2007,,,,,i n c t + i n t,smoke/煙 _smoke:RED/smoke/煙,366 335,煙 煙
Chengdu-Liu-2007-201-165-2,,Chengdu,Liu-2007-201-165,iɛn⁴⁵ tsɿ⁵³⁻²¹,iɛn⁴⁵ tsɿ⁵³⁻²¹,j ɛ n ⁴⁵ + ts ɿ ⁵³,,Liu2007,,,,,i n c t + i n t,smoke/煙 _-child:SUF/子,366 19,煙 子
Nanjing-Liu-2007-201-165-1,,Nanjing,Liu-2007-201-165,ien³¹,ien³¹,j e n ³¹,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Jixi-Liu-2007-201-165-1,,Jixi,Liu-2007-201-165,iẽ⁵⁵,iẽ⁵⁵,j ẽ ⁵⁵,,Liu2007,,,,,i n t,smoke/煙,366,煙
Suzhou-Liu-2007-201-165-1,,Suzhou,Liu-2007-201-165,iɪ⁴⁴,iɪ⁴⁴,j ɪ ⁴⁴,,Liu2007,,,,,i n t,smoke/煙,366,煙
Wenzhou-Liu-2007-201-165-1,,Wenzhou,Liu-2007-201-165,i⁴⁴,i⁴⁴,i ⁴⁴,,Liu2007,,,,,n t,smoke/煙,366,煙
Changsha-Liu-2007-201-165-1,,Changsha,Liu-2007-201-165,iẽ³³,iẽ³³,j ẽ ³³,,Liu2007,,,,,i n t,smoke/煙,366,煙
Loudi-Liu-2007-201-165-1,,Loudi,Liu-2007-201-165,niæ⁴⁴,niæ⁴⁴,n j æ ⁴⁴,,Liu2007,,,,,i m n t,smoke/煙,366,煙
Nanchang-Liu-2007-201-165-1,,Nanchang,Liu-2007-201-165,iɛn⁴²,iɛn⁴²,j ɛ n ⁴²,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Meixian-Liu-2007-201-165-1,,Meixian,Liu-2007-201-165,ian³³,ian³³,j a n ³³,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Guilin-Liu-2007-201-165-1,,Guilin,Liu-2007-201-165,iã⁴²,iã⁴²,j ã ⁴²,,Liu2007,,,,,i n  t,smoke/煙,366,煙
Guangzhou-Liu-2007-201-165-1,,Guangzhou,Liu-2007-201-165,in⁵⁵,in⁵⁵,i n ⁵⁵,,Liu2007,,,,,n c t,smoke/煙,366,煙
Fuzhou-Liu-2007-201-165-1,,Fuzhou,Liu-2007-201-165,houŋ⁵⁵,houŋ⁵⁵,h ou ŋ ⁵⁵,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Xiamen-Liu-2007-201-165-1,,Xiamen,Liu-2007-201-165,hun⁵⁵,hun⁵⁵,h u n ⁵⁵,,Liu2007,,,,,i n c t,smoke/煙,366,煙
Beijing-Liu-2007-201-166-1,,Beijing,Liu-2007-201-166,iɛn³⁵,iɛn³⁵,j ɛ n ³⁵,,Liu2007,,,,,i n c t,salt/盐,367,盐
Haerbin-Liu-2007-201-166-1,,Haerbin,Liu-2007-201-166,ian²⁴,ian²⁴,j a n ²⁴,,Liu2007,,,,,i n c t,salt/盐,367,盐
Jinan-Liu-2007-201-166-1,,Jinan,Liu-2007-201-166,iæ̃⁵³,iæ̃⁵³,j æ̃ ⁵³,,Liu2007,,,,,i n t,salt/盐,367,盐
Rongcheng-Liu-2007-201-166-1,,Rongcheng,Liu-2007-201-166,iɐn⁵²,iɐn⁵²,j ɐ n ⁵²,,Liu2007,,,,,i n c t,salt/盐,367,盐
Taiyuan-Liu-2007-201-166-1,,Taiyuan,Liu-2007-201-166,ɕie²¹ ie²¹,ɕie²¹ ie²¹,ɕ j e ²¹ + j e ²¹,,Liu2007,,,,,i m n t + i n t,_salty/咸 salt/盐,368 367,咸 盐
XiAn-Liu-2007-201-166-1,,XiAn,Liu-2007-201-166,iæ̃²⁴,iæ̃²⁴,j æ̃ ²⁴,,Liu2007,,,,,i n t,salt/盐,367,盐
Chengdu-Liu-2007-201-166-1,,Chengdu,Liu-2007-201-166,iɛn²¹⁻⁵⁵ pa⁵⁵,iɛn²¹⁻⁵⁵ pa⁵⁵,j ɛ n ²¹ + p a ⁵⁵,,Liu2007,,,,,i n c t + i n t,salt/盐 _-:suffix/巴,367 309,盐 巴
Nanjing-Liu-2007-201-166-1,,Nanjing,Liu-2007-201-166,ien¹³,ien¹³,j e n ¹³,,Liu2007,,,,,i n c t,salt/盐,367,盐
Jixi-Liu-2007-201-166-1,,Jixi,Liu-2007-201-166,iẽ⁴⁴,iẽ⁴⁴,j ẽ ⁴⁴,,Liu2007,,,,,i n t,salt/盐,367,盐
Suzhou-Liu-2007-201-166-1,,Suzhou,Liu-2007-201-166,ɦiɪ¹³,ɦiɪ¹³,ɦ j ɪ ¹³,,Liu2007,,,,,i m n t,salt/盐,367,盐
Wenzhou-Liu-2007-201-166-1,,Wenzhou,Liu-2007-201-166,ji³⁴¹,ji³⁴¹,j i ³⁴¹,,Liu2007,,,,,i n t,salt/盐,367,盐
Changsha-Liu-2007-201-166-1,,Changsha,Liu-2007-201-166,iẽ¹³,iẽ¹³,j ẽ ¹³,,Liu2007,,,,,i n t,salt/盐,367,盐
Loudi-Liu-2007-201-166-1,,Loudi,Liu-2007-201-166,niæ¹³,niæ¹³,n j æ ¹³,,Liu2007,,,,,i m n t,salt/盐,367,盐
Nanchang-Liu-2007-201-166-1,,Nanchang,Liu-2007-201-166,iɛn⁴⁵,iɛn⁴⁵,j ɛ n ⁴⁵,,Liu2007,,,,,i n c t,salt/盐,367,盐
Meixian-Liu-2007-201-166-1,,Meixian,Liu-2007-201-166,iam¹¹,iam¹¹,j a m ¹¹,,Liu2007,,,,,i n c t,salt/盐,367,盐
Guilin-Liu-2007-201-166-1,,Guilin,Liu-2007-201-166,iã²²,iã²²,j ã ²²,,Liu2007,,,,,i n t,salt/盐,367,盐
Guangzhou-Liu-2007-201-166-1,,Guangzhou,Liu-2007-201-166,im²¹,im²¹,i m ²¹,,Liu2007,,,,,n c t,salt/盐,367,盐
Fuzhou-Liu-2007-201-166-1,,Fuzhou,Liu-2007-201-166,sieŋ⁵³,sieŋ⁵³,s j e ŋ ⁵³,,Liu2007,,,,,i m n c t,salt/盐,367,盐
Xiamen-Liu-2007-201-166-1,,Xiamen,Liu-2007-201-166,iam²⁴,iam²⁴,j a m ²⁴,,Liu2007,,,,,i n c t,salt/盐,367,盐
Beijing-Liu-2007-201-167-1,,Beijing,Liu-2007-201-167,iɛn²¹³⁻²¹ tɕiŋ⁵⁵,iɛn²¹³⁻²¹ tɕiŋ⁵⁵,j ɛ n ²¹³ + tɕ i ŋ ⁵⁵,,Liu2007,,,,,i n c t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Haerbin-Liu-2007-201-167-1,,Haerbin,Liu-2007-201-167,ian²¹³⁻²¹ tɕiŋ⁰,ian²¹³⁻²¹ tɕiŋ⁰,j a n ²¹³ + tɕ i ŋ ⁰,,Liu2007,,,,,i n c t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Haerbin-Liu-2007-201-167-2,,Haerbin,Liu-2007-201-167,ian²¹³,ian²¹³,j a n ²¹³,!i,Liu2007,,,,,i n c t,eye/睛,369,眼
Jinan-Liu-2007-201-167-1,,Jinan,Liu-2007-201-167,iæ̃⁴⁵⁻²¹³ tɕiŋ⁰,iæ̃⁴⁵⁻²¹³ tɕiŋ⁰,j æ̃ ⁴⁵ + tɕ i ŋ ⁰,,Liu2007,,,,,i n t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Rongcheng-Liu-2007-201-167-1,,Rongcheng,Liu-2007-201-167,iɐn²¹⁴ tsiŋ⁵²,iɐn²¹⁴ tsiŋ⁵²,j ɐ n ²¹⁴ + ts i ŋ ⁵²,,Liu2007,,,,,i n c t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Taiyuan-Liu-2007-201-167-1,,Taiyuan,Liu-2007-201-167,ie⁵³,ie⁵³,j e ⁵³,!i,Liu2007,,,,,i n t,eye/睛,369,眼
Taiyuan-Liu-2007-201-167-2,,Taiyuan,Liu-2007-201-167,ie⁵³ tɕiŋ⁰,ie⁵³ tɕiŋ⁰,j e ⁵³ + tɕ i ŋ ⁰,,Liu2007,,,,,i n t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
XiAn-Liu-2007-201-167-1,,XiAn,Liu-2007-201-167,niæ̃⁵³ uo⁰,niæ̃⁵³ uo⁰,n j æ̃ ⁵³ + w o ⁰,,Liu2007,,,,,i m n t + i n t,eye/睛 nest/窝,369 371,眼 窝
Chengdu-Liu-2007-201-167-1,,Chengdu,Liu-2007-201-167,iɛn⁵³⁻⁵⁵ tɕin⁵⁵,iɛn⁵³⁻⁵⁵ tɕin⁵⁵,j ɛ n ⁵³ + tɕ i n ⁵⁵,,Liu2007,,,,,i n c t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Nanjing-Liu-2007-201-167-1,,Nanjing,Liu-2007-201-167,ien¹¹⁻²² tɕin⁰,ien¹¹⁻²² tɕin⁰,j e n ¹¹ + tɕ i n ⁰,,Liu2007,,,,,i n c t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Jixi-Liu-2007-201-167-1,,Jixi,Liu-2007-201-167,ŋo²¹³⁻³¹ tɕiɑ̃⁵⁵,ŋo²¹³⁻³¹ tɕiɑ̃⁵⁵,ŋ o ²¹³ + tɕ j ɑ̃ ⁵⁵,,Liu2007,,,,,i n t + i m n t,eye/睛 eye.ball/睛,369 370,眼 睛
Suzhou-Liu-2007-201-167-1,,Suzhou,Liu-2007-201-167,ŋᴇ²³¹⁻²² u⁴⁴ tsʯ⁴⁴⁻²¹,ŋᴇ²³¹⁻²² u⁴⁴ tsʯ⁴⁴⁻²¹,ŋ e̞ ²³¹ + u ⁴⁴ + ts ʯ ⁴⁴,,Liu2007,,,,,i n t + n t + i n t,eye/睛 _dark/烏 pearl/珠,369 372 373,眼 烏 珠
Wenzhou-Liu-2007-201-167-1,,Wenzhou,Liu-2007-201-167,ŋa²⁴ leŋ³⁴¹⁻⁴² tsɿ⁴⁴⁻²¹,ŋa²⁴ leŋ³⁴¹⁻⁴² tsɿ⁴⁴⁻²¹,ŋ a ²⁴ + l e ŋ ³⁴¹ + ts ɿ ⁴⁴,,Liu2007,,,,,i n t + i n c t + i n t,eye/睛 _spirit/灵 pearl/珠,369 374 373,眼 灵 珠
Changsha-Liu-2007-201-167-1,,Changsha,Liu-2007-201-167,ŋan⁴¹⁻⁴⁴ tɕin⁰,ŋan⁴¹⁻⁴⁴ tɕin⁰,ŋ a n ⁴¹ + tɕ i n ⁰,,Liu2007,,,,,i n c t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Loudi-Liu-2007-201-167-1,,Loudi,Liu-2007-201-167,ŋã⁴² tɕy⁴⁴⁻³³,ŋã⁴² tɕy⁴⁴⁻³³,ŋ ã ⁴² + tɕ y ⁴⁴,,Liu2007,,,,,i n t + i n t,eye/睛 pearl/珠,369 373,眼 珠
Nanchang-Liu-2007-201-167-1,,Nanchang,Liu-2007-201-167,ŋan²¹³ tɕiaŋ⁰,ŋan²¹³ tɕiaŋ⁰,ŋ a n ²¹³ + tɕ j a ŋ ⁰,,Liu2007,,,,,i n c t + i m n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Meixian-Liu-2007-201-167-1,,Meixian,Liu-2007-201-167,ŋian³¹ tsu³³,ŋian³¹ tsu³³,ŋ j a n ³¹ + ts u ³³,,Liu2007,,,,,i m n c t + i n t,eye/睛 pearl/珠,369 373,眼 珠
Guilin-Liu-2007-201-167-1,,Guilin,Liu-2007-201-167,ŋã²³ tsei⁴²⁻²²,ŋã²³ tsei⁴²⁻²²,ŋ ã ²³ + ts ei ⁴²,,Liu2007,,,,,i n t + i n t,eye/睛 eye.ball/睛,369 370,眼 睛
Guangzhou-Liu-2007-201-167-1,,Guangzhou,Liu-2007-201-167,ŋan²³ tsɛŋ⁵⁵,ŋan²³ tsɛŋ⁵⁵,ŋ a n ²³ + ts ɛ ŋ ⁵⁵,,Liu2007,,,,,i n c t + i n c t,eye/睛 eye.ball/睛,369 370,眼 睛
Fuzhou-Liu-2007-201-167-1,,Fuzhou,Liu-2007-201-167,mɛiʔ⁵ tsieu⁵⁵,mɛiʔ⁵ tsieu⁵⁵,m ɛi ʔ ⁵ + ts j eu ⁵⁵,,Liu2007,,,,,i n c t + i m n t,eye/目 eye.ball/珠,375 376,目 睭
Xiamen-Liu-2007-201-167-1,,Xiamen,Liu-2007-201-167,bak⁵⁻³²* tsiu⁵⁵,bak⁵⁻³²* tsiu⁵⁵,b a k ⁵ + ts j u ⁵⁵,,Liu2007,,,,,i n c t + i m n t,eye/目 eye.ball/珠,375 373,目 珠
Beijing-Liu-2007-201-168-1,,Beijing,Liu-2007-201-168,iɑu²¹³,iɑu²¹³,j ɑu ²¹³,,Liu2007,,,,,i n t,bite/咬,377,咬
Haerbin-Liu-2007-201-168-1,,Haerbin,Liu-2007-201-168,iau²¹³,iau²¹³,j au ²¹³,,Liu2007,,,,,i n t,bite/咬,377,咬
Jinan-Liu-2007-201-168-1,,Jinan,Liu-2007-201-168,iɔ⁴⁵,iɔ⁴⁵,j ɔ ⁴⁵,,Liu2007,,,,,i n t,bite/咬,377,咬
Rongcheng-Liu-2007-201-168-1,,Rongcheng,Liu-2007-201-168,iau²¹⁴,iau²¹⁴,j au ²¹⁴,,Liu2007,,,,,i n t,bite/咬,377,咬
Taiyuan-Liu-2007-201-168-1,,Taiyuan,Liu-2007-201-168,iau⁵³,iau⁵³,j au ⁵³,,Liu2007,,,,,i n t,bite/咬,377,咬
XiAn-Liu-2007-201-168-1,,XiAn,Liu-2007-201-168,ȵiɑu⁵³,ȵiɑu⁵³,ɲ j ɑu ⁵³,,Liu2007,,,,,i m n t,bite/咬,377,咬
Chengdu-Liu-2007-201-168-1,,Chengdu,Liu-2007-201-168,ŋau⁵³,ŋau⁵³,ŋ au ⁵³,,Liu2007,,,,,i n t,bite/咬,377,咬
Nanjing-Liu-2007-201-168-1,,Nanjing,Liu-2007-201-168,iɔ¹¹,iɔ¹¹,j ɔ ¹¹,,Liu2007,,,,,i n t,bite/咬,377,咬
Jixi-Liu-2007-201-168-1,,Jixi,Liu-2007-201-168,ŋɤ²¹³,ŋɤ²¹³,ŋ ɤ ²¹³,,Liu2007,,,,,i n t,bite/咬,377,咬
Suzhou-Liu-2007-201-168-1,,Suzhou,Liu-2007-201-168,ŋæ²³¹,ŋæ²³¹,ŋ æ ²³¹,,Liu2007,,,,,i n t,bite/咬,377,咬
Wenzhou-Liu-2007-201-168-1,,Wenzhou,Liu-2007-201-168,ŋuɔ²⁴²,ŋuɔ²⁴²,ŋ w ɔ ²⁴²,,Liu2007,,,,,i m n t,bite/咬,377,咬
Changsha-Liu-2007-201-168-1,,Changsha,Liu-2007-201-168,ŋa⁴¹,ŋa⁴¹,ŋ a ⁴¹,,Liu2007,,,,,i n t,bite/咬,377,咬
Loudi-Liu-2007-201-168-1,,Loudi,Liu-2007-201-168,ŋa³⁵,ŋa³⁵,ŋ a ³⁵,,Liu2007,,,,,i n t,bite/咬,377,𪘬
Nanchang-Liu-2007-201-168-1,,Nanchang,Liu-2007-201-168,ŋau²¹³,ŋau²¹³,ŋ au ²¹³,,Liu2007,,,,,i n t,bite/咬,377,咬
Meixian-Liu-2007-201-168-1,,Meixian,Liu-2007-201-168,ŋat¹,ŋat¹,ŋ a t ¹,,Liu2007,,,,,i n c t,bite/嚙,379,嚙
Guilin-Liu-2007-201-168-1,,Guilin,Liu-2007-201-168,ŋɑu²³,ŋɑu²³,ŋ ɑu ²³,,Liu2007,,,,,i n t,bite/咬,377,咬
Guangzhou-Liu-2007-201-168-1,,Guangzhou,Liu-2007-201-168,ŋau²³,ŋau²³,ŋ au ²³,,Liu2007,,,,,i n t,bite/咬,377,咬
Fuzhou-Liu-2007-201-168-1,,Fuzhou,Liu-2007-201-168,ka²⁴²,ka²⁴²,k a ²⁴²,,Liu2007,,,,,i n t,bite/咬,377,咬
Xiamen-Liu-2007-201-168-1,,Xiamen,Liu-2007-201-168,ka²²,ka²²,k a ²²,,Liu2007,,,,,i n t,bite/咬,377,咬
Beijing-Liu-2007-201-169-1,,Beijing,Liu-2007-201-169,iɛ⁵¹,iɛ⁵¹,j ɛ ⁵¹,,Liu2007,,,,,i n t,leaf/叶,380,叶
Haerbin-Liu-2007-201-169-1,,Haerbin,Liu-2007-201-169,iɛ⁵³ tsɿ⁰,iɛ⁵³ tsɿ⁰,j ɛ ⁵³ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Jinan-Liu-2007-201-169-1,,Jinan,Liu-2007-201-169,iə³¹⁻⁴⁴ tsɿ⁰,iə³¹⁻⁴⁴ tsɿ⁰,j ə ³¹ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Rongcheng-Liu-2007-201-169-1,,Rongcheng,Liu-2007-201-169,iər²¹⁴,iər²¹⁴,j ə ²¹⁴,,Liu2007,,,,,i n t,leaf/叶,380,叶
Taiyuan-Liu-2007-201-169-1,,Taiyuan,Liu-2007-201-169,ie⁴⁵,ie⁴⁵,j e ⁴⁵,,Liu2007,,,,,i n t,leaf/叶,380,叶
Taiyuan-Liu-2007-201-169-2,,Taiyuan,Liu-2007-201-169,ie⁴⁵ tsəʔ⁰,ie⁴⁵ tsəʔ⁰,j e ⁴⁵ + ts ə ʔ ⁰,,Liu2007,,,,,i n t + i n c t,leaf/叶 _-child:SUF/子,380 19,叶 子
XiAn-Liu-2007-201-169-1,,XiAn,Liu-2007-201-169,iɛ²¹,iɛ²¹,j ɛ ²¹,,Liu2007,,,,,i n t,leaf/叶,380,叶
Chengdu-Liu-2007-201-169-1,,Chengdu,Liu-2007-201-169,su²¹³ tsɿ⁵³ ie²¹ ie²¹,su²¹³ tsɿ⁵³ ie²¹ ie²¹,s u ²¹³ + ts ɿ ⁵³ + j e ²¹ + j e ²¹,,Liu2007,,,,,i n t + i n t + i n t + i n t,_tree/树 _-child:SUF/子 leaf/叶 _leaf/叶,134 19 380 785,树 子 叶 叶
Nanjing-Liu-2007-201-169-1,,Nanjing,Liu-2007-201-169,ieʔ⁵ tsɿ⁰,ieʔ⁵ tsɿ⁰,j e ʔ ⁵ + ts ɿ ⁰,,Liu2007,,,,,i n c t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Jixi-Liu-2007-201-169-1,,Jixi,Liu-2007-201-169,iaʔ³²*,iaʔ³²*,j a ʔ ³²,,Liu2007,,,,,i n c t,leaf/叶,380,叶
Suzhou-Liu-2007-201-169-1,,Suzhou,Liu-2007-201-169,ɦiəʔ²³* tsɿ⁵²⁻³¹,ɦiəʔ²³* tsɿ⁵²⁻³¹,ɦ j ə ʔ ²³ + ts ɿ ⁵²,,Liu2007,,,,,i m n c t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Wenzhou-Liu-2007-201-169-1,,Wenzhou,Liu-2007-201-169,ji²¹,ji²¹,j i ²¹,,Liu2007,,,,,i n t,leaf/叶,380,叶
Changsha-Liu-2007-201-169-1,,Changsha,Liu-2007-201-169,ie²⁴ tsɿ⁰,ie²⁴ tsɿ⁰,j e ²⁴ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Loudi-Liu-2007-201-169-1,,Loudi,Liu-2007-201-169,ie³⁵ tsɿ⁰,ie³⁵ tsɿ⁰,j e ³⁵ + ts ɿ ⁰,,Liu2007,,,,,i n t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Nanchang-Liu-2007-201-169-1,,Nanchang,Liu-2007-201-169,iɛt⁵ tsɿ⁰,iɛt⁵ tsɿ⁰,j ɛ t ⁵ + ts ɿ ⁰,,Liu2007,,,,,i n c t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Meixian-Liu-2007-201-169-1,,Meixian,Liu-2007-201-169,iap⁵ pe⁰,iap⁵ pe⁰,j a p ⁵ + p e ⁰,,Liu2007,,,,,i n c t + i n t,leaf/叶 _leaf,380 784,叶 ?
Guilin-Liu-2007-201-169-1,,Guilin,Liu-2007-201-169,lie⁵⁵ te²³⁻³³,lie⁵⁵ te²³⁻³³,l j e ⁵⁵ + t e ²³,,Liu2007,,,,,i m n t + i n t,leaf/叶 _-child:SUF/子,380 19,叶 子
Guangzhou-Liu-2007-201-169-1,,Guangzhou,Liu-2007-201-169,ip²,ip²,i p ²,,Liu2007,,,,,n c t,leaf/叶,380,叶
Fuzhou-Liu-2007-201-169-1,,Fuzhou,Liu-2007-201-169,loʔ⁵,loʔ⁵,l o ʔ ⁵,,Liu2007,,,,,i n c t,leaf/竹若,786,竹若
Fuzhou-Liu-2007-201-169-2,,Fuzhou,Liu-2007-201-169,loʔ⁵⁻³³ loʔ⁵,loʔ⁵⁻³³ loʔ⁵,l o ʔ ⁵ + l o ʔ ⁵,!i,Liu2007,,,,,i n c t + i n c t,leaf/竹若 _leaf/竹若,786 787,竹若 竹若
Xiamen-Liu-2007-201-169-1,,Xiamen,Liu-2007-201-169,hioʔ⁵,hioʔ⁵,h j o ʔ ⁵,,Liu2007,,,,,i m n c t,leaf/竹若,786,竹若
Beijing-Liu-2007-201-170-1,,Beijing,Liu-2007-201-170,i⁵⁵,i⁵⁵,i ⁵⁵,,Liu2007,,,,,n t,one/一,381,一
Haerbin-Liu-2007-201-170-1,,Haerbin,Liu-2007-201-170,i⁴⁴,i⁴⁴,i ⁴⁴,,Liu2007,,,,,n t,one/一,381,一
Jinan-Liu-2007-201-170-1,,Jinan,Liu-2007-201-170,i²¹⁴,i²¹⁴,i ²¹⁴,,Liu2007,,,,,n t,one/一,381,一
Rongcheng-Liu-2007-201-170-1,,Rongcheng,Liu-2007-201-170,i²¹⁴,i²¹⁴,i ²¹⁴,,Liu2007,,,,,n t,one/一,381,一
Taiyuan-Liu-2007-201-170-1,,Taiyuan,Liu-2007-201-170,iəʔ²,iəʔ²,j ə ʔ ²,,Liu2007,,,,,i n c t,one/一,381,一
XiAn-Liu-2007-201-170-1,,XiAn,Liu-2007-201-170,i²¹,i²¹,i ²¹,,Liu2007,,,,,n t,one/一,381,一
Chengdu-Liu-2007-201-170-1,,Chengdu,Liu-2007-201-170,i²¹,i²¹,i ²¹,,Liu2007,,,,,n t,one/一,381,一
Nanjing-Liu-2007-201-170-1,,Nanjing,Liu-2007-201-170,iʔ⁵,iʔ⁵,i ʔ ⁵,,Liu2007,,,,,n c t,one/一,381,一
Jixi-Liu-2007-201-170-1,,Jixi,Liu-2007-201-170,ieʔ³²*,ieʔ³²*,j e ʔ ³²,,Liu2007,,,,,i n c t,one/一,381,一
