ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Prosody,Morpheme_Glosses,Partial_Cognacy,Chinese_Characters
Suzhou-Liu-2007-201-170-1,,Suzhou,Liu-2007-201-170,iəʔ⁴,iəʔ⁴,j ə ʔ ⁴,,Liu2007,,,,,i n c t,one/一,381,一
Wenzhou-Liu-2007-201-170-1,,Wenzhou,Liu-2007-201-170,iai⁴¹,iai⁴¹,j ai ⁴¹,,Liu2007,,,,,i n t,one/一,381,一
Changsha-Liu-2007-201-170-1,,Changsha,Liu-2007-201-170,i²⁴,i²⁴,i ²⁴,,Liu2007,,,,,n t,one/一,381,一
Loudi-Liu-2007-201-170-1,,Loudi,Liu-2007-201-170,i¹³,i¹³,i ¹³,,Liu2007,,,,,n t,one/一,381,一
Nanchang-Liu-2007-201-170-1,,Nanchang,Liu-2007-201-170,it⁵,it⁵,i t ⁵,,Liu2007,,,,,n c t,one/一,381,一
Meixian-Liu-2007-201-170-1,,Meixian,Liu-2007-201-170,it¹,it¹,i t ¹,,Liu2007,,,,,n c t,one/一,381,一
Guilin-Liu-2007-201-170-1,,Guilin,Liu-2007-201-170,i⁵⁵,i⁵⁵,i ⁵⁵,,Liu2007,,,,,n t,one/一,381,一
Guangzhou-Liu-2007-201-170-1,,Guangzhou,Liu-2007-201-170,iɐt⁵,iɐt⁵,j ɐ t ⁵,,Liu2007,,,,,i n c t,one/一,381,一
Fuzhou-Liu-2007-201-170-1,,Fuzhou,Liu-2007-201-170,soʔ⁵,soʔ⁵,s o ʔ ⁵,!i,Liu2007,,,,,i n c t,one/蜀,382,蜀
Fuzhou-Liu-2007-201-170-2,,Fuzhou,Liu-2007-201-170,ɛiʔ²⁴*,ɛiʔ²⁴*,ɛi ʔ ²⁴,,Liu2007,,,,,n c t,one/一,381,一
Xiamen-Liu-2007-201-170-1,,Xiamen,Liu-2007-201-170,tsit⁵,tsit⁵,ts i t ⁵,,Liu2007,,,,,i n c t,one/一,381,一
Beijing-Liu-2007-201-171-1,,Beijing,Liu-2007-201-171,in⁵⁵ uei⁰,in⁵⁵ uei⁰,i n ⁵⁵ + w ei ⁰,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Haerbin-Liu-2007-201-171-1,,Haerbin,Liu-2007-201-171,in⁴⁴ ʋei⁰,in⁴⁴ ʋei⁰,i n ⁴⁴ + ʋ ei ⁰,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Haerbin-Liu-2007-201-171-2,,Haerbin,Liu-2007-201-171,yŋ⁴⁴ xu⁰,yŋ⁴⁴ xu⁰,y ŋ ⁴⁴ + x u ⁰,,Liu2007,,,,,n c t + i n t,because/庸 because/乎,385 386,庸 乎
Jinan-Liu-2007-201-171-1,,Jinan,Liu-2007-201-171,iẽ²¹⁴⁻²⁴ vei³¹,iẽ²¹⁴⁻²⁴ vei³¹,j ẽ ²¹⁴ + v ei ³¹,,Liu2007,,,,,i n t + i n t,reason/因 in.order.to/为,383 384,因 为
Rongcheng-Liu-2007-201-171-1,,Rongcheng,Liu-2007-201-171,in⁵² uei³⁵,in⁵² uei³⁵,i n ⁵² + w ei ³⁵,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Taiyuan-Liu-2007-201-171-1,,Taiyuan,Liu-2007-201-171,iŋ²¹ vei⁴⁵,iŋ²¹ vei⁴⁵,i ŋ ²¹ + v ei ⁴⁵,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
XiAn-Liu-2007-201-171-1,,XiAn,Liu-2007-201-171,iẽ²¹ uei²⁴,iẽ²¹ uei²⁴,j ẽ ²¹ + w ei ²⁴,,Liu2007,,,,,i n t + i n t,reason/因 in.order.to/为,383 384,因 为
Chengdu-Liu-2007-201-171-1,,Chengdu,Liu-2007-201-171,in⁴⁵ uei²¹³⁻²¹,in⁴⁵ uei²¹³⁻²¹,i n ⁴⁵ + w ei ²¹³,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Nanjing-Liu-2007-201-171-1,,Nanjing,Liu-2007-201-171,in³¹ ʋei¹³,in³¹ ʋei¹³,i n ³¹ + ʋ ei ¹³,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Jixi-Liu-2007-201-171-1,,Jixi,Liu-2007-201-171,iɑ̃⁵⁵ vi⁵⁵,iɑ̃⁵⁵ vi⁵⁵,j ɑ̃ ⁵⁵ + v i ⁵⁵,,Liu2007,,,,,i n t + i n t,reason/因 in.order.to/为,383 384,因 为
Suzhou-Liu-2007-201-171-1,,Suzhou,Liu-2007-201-171,in⁴⁴ ɦuᴇ²³¹⁻²¹,in⁴⁴ ɦuᴇ²³¹⁻²¹,i n ⁴⁴ + ɦ w e̞ ²³¹,,Liu2007,,,,,n c t + i m n t,reason/因 in.order.to/为,383 384,因 为
Wenzhou-Liu-2007-201-171-1,,Wenzhou,Liu-2007-201-171,iaŋ⁴⁴ vu³⁴¹⁻²¹,iaŋ⁴⁴ vu³⁴¹⁻²¹,j a ŋ ⁴⁴ + v u ³⁴¹,,Liu2007,,,,,i n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Changsha-Liu-2007-201-171-1,,Changsha,Liu-2007-201-171,in³³ uei¹¹,in³³ uei¹¹,i n ³³ + w ei ¹¹,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Loudi-Liu-2007-201-171-1,,Loudi,Liu-2007-201-171,in⁴⁴ ui¹¹,in⁴⁴ ui¹¹,i n ⁴⁴ + w i ¹¹,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Nanchang-Liu-2007-201-171-1,,Nanchang,Liu-2007-201-171,in⁴² ui²¹,in⁴² ui²¹,i n ⁴² + w i ²¹,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Meixian-Liu-2007-201-171-1,,Meixian,Liu-2007-201-171,in³³⁻³⁵ vi¹¹,in³³⁻³⁵ vi¹¹,i n ³³ + v i ¹¹,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Guilin-Liu-2007-201-171-1,,Guilin,Liu-2007-201-171,iŋ⁴² uei²²,iŋ⁴² uei²²,i ŋ ⁴² + w ei ²²,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Guangzhou-Liu-2007-201-171-1,,Guangzhou,Liu-2007-201-171,iɐn⁵³ uɐi²²,iɐn⁵³ uɐi²²,j ɐ n ⁵³ + w ɐi ²²,,Liu2007,,,,,i n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Fuzhou-Liu-2007-201-171-1,,Fuzhou,Liu-2007-201-171,iŋ⁵⁵⁻⁵³ ŋuoi²⁴²,iŋ⁵⁵⁻⁵³ ŋuoi²⁴²,i ŋ ⁵⁵ + ŋ w oi ²⁴²,,Liu2007,,,,,n c t + i m n t,reason/因 in.order.to/为,383 384,因 为
Xiamen-Liu-2007-201-171-1,,Xiamen,Liu-2007-201-171,iŋ⁵⁵⁻²² ui²²,iŋ⁵⁵⁻²² ui²²,i ŋ ⁵⁵ + w i ²²,,Liu2007,,,,,n c t + i n t,reason/因 in.order.to/为,383 384,因 为
Beijing-Liu-2007-201-172-1,,Beijing,Liu-2007-201-172,iou³⁵ ʂuei²¹³,iou³⁵ ʂuei²¹³,j ou ³⁵ + ʂ w ei ²¹³,,Liu2007,,,,,i n t + i m n t,wander/游 _water/水,387 194,游 水
Haerbin-Liu-2007-201-172-1,,Haerbin,Liu-2007-201-172,iou²⁴ yŋ²¹³,iou²⁴ yŋ²¹³,j ou ²⁴ + y ŋ ²¹³,,Liu2007,,,,,i n t + n c t,wander/游 _swim/泳,387 388,游 泳
Jinan-Liu-2007-201-172-1,,Jinan,Liu-2007-201-172,iou⁵³ yŋ⁴⁵,iou⁵³ yŋ⁴⁵,j ou ⁵³ + y ŋ ⁴⁵,,Liu2007,,,,,i n t + n c t,wander/游 _swim/泳,387 388,游 泳
Rongcheng-Liu-2007-201-172-1,,Rongcheng,Liu-2007-201-172,si²¹⁴⁻³⁵ tsau²¹⁴,si²¹⁴⁻³⁵ tsau²¹⁴,s i ²¹⁴ + ts au ²¹⁴,,Liu2007,,,,,i n t + i n t,wash/洗 _wash/澡,346 389,洗 澡
Taiyuan-Liu-2007-201-172-1,,Taiyuan,Liu-2007-201-172,iəu²¹ yŋ⁵³,iəu²¹ yŋ⁵³,j əu ²¹ + y ŋ ⁵³,,Liu2007,,,,,i n t + n c t,wander/游 _swim/泳,387 388,游 泳
XiAn-Liu-2007-201-172-1,,XiAn,Liu-2007-201-172,iou²⁴ fei⁵³,iou²⁴ fei⁵³,j ou ²⁴ + f ei ⁵³,,Liu2007,,,,,i n t + i n t,wander/游 _water/水,387 194,游 水
XiAn-Liu-2007-201-172-2,,XiAn,Liu-2007-201-172,fu²⁴ fei⁵³,fu²⁴ fei⁵³,f u ²⁴ + f ei ⁵³,!i,Liu2007,,,,,i n t + i n t,float/浮 _water/水,21 194,浮 水
XiAn-Liu-2007-201-172-3,,XiAn,Liu-2007-201-172,iou²⁴,iou²⁴,j ou ²⁴,!i,Liu2007,,,,,i n t,wander/游,387,游
Chengdu-Liu-2007-201-172-1,,Chengdu,Liu-2007-201-172,iəu²¹⁻⁵⁵ yn²¹³,iəu²¹⁻⁵⁵ yn²¹³,j əu ²¹ + y n ²¹³,,Liu2007,,,,,i n t + n c t,wander/游 _swim/泳,387 388,游 泳
Chengdu-Liu-2007-201-172-2,,Chengdu,Liu-2007-201-172,ɕi⁵³⁻⁵⁵ tsau⁵³,ɕi⁵³⁻⁵⁵ tsau⁵³,ɕ i ⁵³ + ts au ⁵³,!i,Liu2007,,,,,i n t + i n t,wash/洗 _wash/澡,346 389,洗 澡
Nanjing-Liu-2007-201-172-1,,Nanjing,Liu-2007-201-172,iəɯ¹³ ioŋ¹¹,iəɯ¹³ ioŋ¹¹,j əɯ ¹³ + j o ŋ ¹¹,,Liu2007,,,,,i n t + i n c t,wander/游 _swim/泳,387 388,游 泳
Jixi-Liu-2007-201-172-1,,Jixi,Liu-2007-201-172,vo⁵⁵⁻⁴⁵ ɕy²¹³,vo⁵⁵⁻⁴⁵ ɕy²¹³,v o ⁵⁵ + ɕ y ²¹³,,Liu2007,,,,,i n t + i n t,swim/? _water/水,761 194,囗 水
Suzhou-Liu-2007-201-172-1,,Suzhou,Liu-2007-201-172,hoʔ⁴ lã²³⁻²² ɦioʔ²³*⁻⁴,hoʔ⁴ lã²³⁻²² ɦioʔ²³*⁻⁴,h o ʔ ⁴ + l ã ²³ + ɦ j o ʔ ²³,,Liu2007,,,,,i n c t + i n t + i m n c t,swim/淴 _cold/冷 _bath/浴,390 391 392,淴 冷 浴
Wenzhou-Liu-2007-201-172-1,,Wenzhou,Liu-2007-201-172,jieu³⁴¹⁻²⁴ vu³⁴¹⁻⁴² ŋ̍⁰,jieu³⁴¹⁻²⁴ vu³⁴¹⁻⁴² ŋ̍⁰,j eu ³⁴¹ + v u ³⁴¹ + ŋ̍ ⁰,,Liu2007,,,,,i n t + i n t + n t,swim/泅 _river/河 _SUF/儿,393 394 805,泅 河 儿
Changsha-Liu-2007-201-172-1,,Changsha,Liu-2007-201-172,iəu¹³ ɕyei⁴¹,iəu¹³ ɕyei⁴¹,j əu ¹³ + ɕ ɥ ei ⁴¹,,Liu2007,,,,,i n t + i m n t,wander/游 _water/水,387 194,游 水
Changsha-Liu-2007-201-172-2,,Changsha,Liu-2007-201-172,uan¹³ ɕyei⁴¹,uan¹³ ɕyei⁴¹,w a n ¹³ + ɕ ɥ ei ⁴¹,!i,Liu2007,,,,,i n c t + i m n t,play/玩 _water/水,285 194,玩 水
Loudi-Liu-2007-201-172-1,,Loudi,Liu-2007-201-172,io¹³⁻³³ ɕy⁴²,io¹³⁻³³ ɕy⁴²,j o ¹³ + ɕ y ⁴²,,Liu2007,,,,,i n t + i n t,wander/游 _water/水,387 194,游 水
Loudi-Liu-2007-201-172-2,,Loudi,Liu-2007-201-172,io¹³⁻³³ un¹¹,io¹³⁻³³ un¹¹,j o ¹³ + u n ¹¹,!b,Liu2007,,,,,i n t + n c t,wander/游 _swim/泳,387 388,游 泳
Nanchang-Liu-2007-201-172-1,,Nanchang,Liu-2007-201-172,iu⁴⁵ sui²¹³,iu⁴⁵ sui²¹³,j u ⁴⁵ + s w i ²¹³,,Liu2007,,,,,i n t + i m n t,wander/游 _water/水,387 194,游 水
Nanchang-Liu-2007-201-172-2,,Nanchang,Liu-2007-201-172,iu⁴⁵ iuŋ²¹³,iu⁴⁵ iuŋ²¹³,j u ⁴⁵ + j u ŋ ²¹³,,Liu2007,,,,,i n t + i n c t,wander/游 _swim/泳,387 388,游 泳
Meixian-Liu-2007-201-172-1,,Meixian,Liu-2007-201-172,se³¹ sən³³⁻³⁵ ne⁰,se³¹ sən³³⁻³⁵ ne⁰,s e ³¹ + s ə n ³³ + n e ⁰,! I add 儿,Liu2007,,,,,i n t + i n c t + i n t,wash/洗 _body/身 _:SUF/儿,346 75 804,洗 身 儿
Guilin-Liu-2007-201-172-1,,Guilin,Liu-2007-201-172,iou²² suei²³,iou²² suei²³,j ou ²² + s w ei ²³,,Liu2007,,,,,i n t + i m n t,wander/游 _water/水,387 194,游 水
Guangzhou-Liu-2007-201-172-1,,Guangzhou,Liu-2007-201-172,iɐu²¹ søy³⁵,iɐu²¹ søy³⁵,j ɐu ²¹ + s øy ³⁵,,Liu2007,,,,,i n t + i n t,wander/游 _water/水,387 194,游 水
Fuzhou-Liu-2007-201-172-1,,Fuzhou,Liu-2007-201-172,sieu⁵³⁻³³ tsuoi³²,sieu⁵³⁻³³ tsuoi³²,s j eu ⁵³ + ts w oi ³²,,Liu2007,,,,,i m n t + i m n t,swim/泅 _water/水,393 194,泅 水
Xiamen-Liu-2007-201-172-1,,Xiamen,Liu-2007-201-172,siu²⁴⁻²² tsui⁵³,siu²⁴⁻²² tsui⁵³,s j u ²⁴ + ts w i ⁵³,,Liu2007,,,,,i m n t + i m n t,swim/泅 _water/水,393 194,泅 水
Beijing-Liu-2007-201-173-1,,Beijing,Liu-2007-201-173,iou⁵¹⁻⁵³ piən⁵⁵,iou⁵¹⁻⁵³ piən⁵⁵,j ou ⁵¹ + p j ə n ⁵⁵,,Liu2007,,,,,i n t + i m n c t,right/右 _side/边,395 396,右 边
Haerbin-Liu-2007-201-173-1,,Haerbin,Liu-2007-201-173,iou⁵³ piar⁴⁴,iou⁵³ piar⁴⁴,j ou ⁵³ + p j a ⁴⁴,,Liu2007,,,,,i n t + i m n t,right/右 _side/边,395 396,右 边
Haerbin-Liu-2007-201-173-2,,Haerbin,Liu-2007-201-173,iou⁵³ piar⁴⁴ la⁰,iou⁵³ piar⁴⁴ la⁰,j ou ⁵³ + p j a ⁴⁴ + l a ⁰,,Liu2007,,,,,i n t + i m n t + i n t,right/右 _side/边 _pull/拉,395 396 397,右 边 拉
Jinan-Liu-2007-201-173-1,,Jinan,Liu-2007-201-173,iou³¹ piər⁰,iou³¹ piər⁰,j ou ³¹ + p j ə ⁰,,Liu2007,,,,,i n t + i m n t,right/右 _side/边,395 396,右 边
Rongcheng-Liu-2007-201-173-1,,Rongcheng,Liu-2007-201-173,iou³³⁴ piər⁵²,iou³³⁴ piər⁵²,j ou ³³⁴ + p j ə ⁵²,,Liu2007,,,,,i n t + i m n t,right/右 _side/边,395 396,右 边
Taiyuan-Liu-2007-201-173-1,,Taiyuan,Liu-2007-201-173,iəu⁴⁵ pie²¹ pie²¹⁻⁴⁵,iəu⁴⁵ pie²¹ pie²¹⁻⁴⁵,j əu ⁴⁵ + p j e ²¹ + p j e ²¹,,Liu2007,,,,,i n t + i m n t + i m n t,right/右 _side/边 _side/边,395 396 396,右 边 边
XiAn-Liu-2007-201-173-1,,XiAn,Liu-2007-201-173,iou⁴⁴ ŋæ̃r⁰,iou⁴⁴ ŋæ̃r⁰,j ou ⁴⁴ + ŋ æ̃ ⁰,,Liu2007,,,,,i n t + i n t,right/右 _rightside,395 398,右 岸
Chengdu-Liu-2007-201-173-1,,Chengdu,Liu-2007-201-173,iou²¹³ səu⁵³,iou²¹³ səu⁵³,j ou ²¹³ + s əu ⁵³,,Liu2007,,,,,i n t + i n t,right/右 _hand/手,395 182,右 手
Chengdu-Liu-2007-201-173-2,,Chengdu,Liu-2007-201-173,iəu²¹³ səu⁵³ piən⁵⁵,iəu²¹³ səu⁵³ piən⁵⁵,j əu ²¹³ + s əu ⁵³ + p j ə n ⁵⁵,,Liu2007,,,,,i n t + i n t + i m n c t,right/右 _hand/手 _side/边,395 182 396,右 手 边
Nanjing-Liu-2007-201-173-1,,Nanjing,Liu-2007-201-173,iəɯ⁴⁴ pien³¹,iəɯ⁴⁴ pien³¹,j əɯ ⁴⁴ + p j e n ³¹,,Liu2007,,,,,i n t + i m n c t,right/右 _side/边,395 396,右 边
Jixi-Liu-2007-201-173-1,,Jixi,Liu-2007-201-173,iɵ³¹⁻⁵³ pẽ⁵⁵,iɵ³¹⁻⁵³ pẽ⁵⁵,j ɵ ³¹ + p ẽ ⁵⁵,,Liu2007,,,,,i n t + i n t,right/右 _side/边,395 396,右 边
Suzhou-Liu-2007-201-173-1,,Suzhou,Liu-2007-201-173,ɦiʏ¹³⁻²² miɪ²³¹,ɦiʏ¹³⁻²² miɪ²³¹,ɦ j ʏ ¹³ + m j ɪ ²³¹,,Liu2007,,,,,i m n t + i m n t,right/右 _face/面,395 399,右 面
Wenzhou-Liu-2007-201-173-1,,Wenzhou,Liu-2007-201-173,jiau²²⁻³³ mai⁰,jiau²²⁻³³ mai⁰,j au ²² + m ai ⁰,,Liu2007,,,,,i n t + i n t,right/右 _face/面,395 399,右 面
Changsha-Liu-2007-201-173-1,,Changsha,Liu-2007-201-173,iəu¹¹ piẽ³³,iəu¹¹ piẽ³³,j əu ¹¹ + p j ẽ ³³,,Liu2007,,,,,i n t + i m n t,right/右 _side/边,395 396,右 边
Loudi-Liu-2007-201-173-1,,Loudi,Liu-2007-201-173,io¹¹ piæ⁴⁴⁻³³,io¹¹ piæ⁴⁴⁻³³,j o ¹¹ + p j æ ⁴⁴,,Liu2007,,,,,i n t + i m n t,right/右 _side/边,395 396,右 边
Nanchang-Liu-2007-201-173-1,,Nanchang,Liu-2007-201-173,iu²¹ piɛn⁴²,iu²¹ piɛn⁴²,j u ²¹ + p j ɛ n ⁴²,,Liu2007,,,,,i n t + i m n c t,right/右 _side/边,395 396,右 边
Meixian-Liu-2007-201-173-1,,Meixian,Liu-2007-201-173,iu⁵³⁻⁵⁵ pʰien⁵³,iu⁵³⁻⁵⁵ pʰien⁵³,j u ⁵³ + pʰ j e n ⁵³,,Liu2007,,,,,i n t + i m n c t,right/右 _rightside,395 400,右 片
Guilin-Liu-2007-201-173-1,,Guilin,Liu-2007-201-173,iou²¹ piã⁴²⁻²²,iou²¹ piã⁴²⁻²²,j ou ²¹ + p j ã ⁴²,,Liu2007,,,,,i n t + i m n t,right/右 _side/边,395 396,右 边
Guangzhou-Liu-2007-201-173-1,,Guangzhou,Liu-2007-201-173,iɐu²² pin⁵³,iɐu²² pin⁵³,j ɐu ²² + p i n ⁵³,,Liu2007,,,,,i n t + i n c t,right/右 _side/边,395 396,右 边
Fuzhou-Liu-2007-201-173-1,,Fuzhou,Liu-2007-201-173,tuai²⁴²⁻⁵⁵ βɛiŋ⁵⁵,tuai²⁴²⁻⁵⁵ βɛiŋ⁵⁵,t w ai ²⁴² + β ɛi ŋ ⁵⁵,!i,Liu2007,,,,,i m n t + i n c t,big/大 _side/边,34 396,大 边
Fuzhou-Liu-2007-201-173-2,,Fuzhou,Liu-2007-201-173,tsiaŋ²¹²⁻⁵⁵ mɛiŋ⁵⁵,tsiaŋ²¹²⁻⁵⁵ mɛiŋ⁵⁵,ts j a ŋ ²¹² + m ɛi ŋ ⁵⁵,,Liu2007,,,,,i m n c t + i n c t,upright/正 _side/边,401 396,正 边
Xiamen-Liu-2007-201-173-1,,Xiamen,Liu-2007-201-173,iu²²⁻²¹ pian⁵⁵,iu²²⁻²¹ pian⁵⁵,j u ²² + p j a n ⁵⁵,,Liu2007,,,,,i n t + i m n c t,right/右 _side/边,395 396,右 边
Beijing-Liu-2007-201-174-1,,Beijing,Liu-2007-201-174,y³⁵,y³⁵,y ³⁵,,Liu2007,,,,,n t,fish/鱼,402,鱼
Haerbin-Liu-2007-201-174-1,,Haerbin,Liu-2007-201-174,y²⁴,y²⁴,y ²⁴,,Liu2007,,,,,n t,fish/鱼,402,鱼
Jinan-Liu-2007-201-174-1,,Jinan,Liu-2007-201-174,y⁵³,y⁵³,y ⁵³,,Liu2007,,,,,n t,fish/鱼,402,鱼
Rongcheng-Liu-2007-201-174-1,,Rongcheng,Liu-2007-201-174,y⁵²,y⁵²,y ⁵²,,Liu2007,,,,,n t,fish/鱼,402,鱼
Taiyuan-Liu-2007-201-174-1,,Taiyuan,Liu-2007-201-174,y²¹,y²¹,y ²¹,,Liu2007,,,,,n t,fish/鱼,402,鱼
XiAn-Liu-2007-201-174-1,,XiAn,Liu-2007-201-174,y²⁴,y²⁴,y ²⁴,,Liu2007,,,,,n t,fish/鱼,402,鱼
Chengdu-Liu-2007-201-174-1,,Chengdu,Liu-2007-201-174,y²¹,y²¹,y ²¹,,Liu2007,,,,,n t,fish/鱼,402,鱼
Nanjing-Liu-2007-201-174-1,,Nanjing,Liu-2007-201-174,yi¹³,yi¹³,ɥ i ¹³,,Liu2007,,,,,m n t,fish/鱼,402,鱼
Jixi-Liu-2007-201-174-1,,Jixi,Liu-2007-201-174,ȵy⁴⁴,ȵy⁴⁴,ɲ y ⁴⁴,,Liu2007,,,,,i n t,fish/鱼,402,鱼
Suzhou-Liu-2007-201-174-1,,Suzhou,Liu-2007-201-174,ŋ̍¹³,ŋ̍¹³,ŋ̍ ¹³,,Liu2007,,,,,i n t,fish/鱼,402,鱼
Wenzhou-Liu-2007-201-174-1,,Wenzhou,Liu-2007-201-174,ŋøy³⁴¹,ŋøy³⁴¹,ŋ øy ³⁴¹,,Liu2007,,,,,i n t,fish/鱼,402,鱼
Changsha-Liu-2007-201-174-1,,Changsha,Liu-2007-201-174,y¹³,y¹³,y ¹³,,Liu2007,,,,,n t,fish/鱼,402,鱼
Loudi-Liu-2007-201-174-1,,Loudi,Liu-2007-201-174,y¹³,y¹³,y ¹³,,Liu2007,,,,,n t,fish/鱼,402,鱼
Nanchang-Liu-2007-201-174-1,,Nanchang,Liu-2007-201-174,ȵie⁴⁵,ȵie⁴⁵,ɲ j e ⁴⁵,,Liu2007,,,,,i m n t,fish/鱼,402,鱼
Meixian-Liu-2007-201-174-1,,Meixian,Liu-2007-201-174,n̩¹¹,n̩¹¹,n n̩ ¹¹,,Liu2007,,,,,i n t,fish/鱼,402,鱼
Guilin-Liu-2007-201-174-1,,Guilin,Liu-2007-201-174,ŋ̍t²³ sɿ⁰ te³³,ŋ̍t²³ sɿ⁰ te³³,ŋ̍ t ²³ + s ɿ ⁰ + t e ³³,,Liu2007,,,,,i n c t + i n t + i n t,fish/鱼 _fish/? _fish/?,402 756 757,囗 囗 囗
Guangzhou-Liu-2007-201-174-1,,Guangzhou,Liu-2007-201-174,y²¹,y²¹,y ²¹,,Liu2007,,,,,n t,fish/鱼,402,鱼
Fuzhou-Liu-2007-201-174-1,,Fuzhou,Liu-2007-201-174,ŋy⁵³,ŋy⁵³,ŋ y ⁵³,,Liu2007,,,,,i n t,fish/鱼,402,鱼
Xiamen-Liu-2007-201-174-1,,Xiamen,Liu-2007-201-174,hi²⁴,hi²⁴,h i ²⁴,,Liu2007,,,,,i n t,fish/鱼,402,鱼
Beijing-Liu-2007-201-175-1,,Beijing,Liu-2007-201-175,y²¹³⁻²¹ mɑu³⁵,y²¹³⁻²¹ mɑu³⁵,y ²¹³ + m ɑu ³⁵,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Haerbin-Liu-2007-201-175-1,,Haerbin,Liu-2007-201-175,y²¹³⁻²¹ maur²⁴,y²¹³⁻²¹ maur²⁴,y ²¹³ + m au ²⁴,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Jinan-Liu-2007-201-175-1,,Jinan,Liu-2007-201-175,y⁴⁵ mɔ⁵³,y⁴⁵ mɔ⁵³,y ⁴⁵ + m ɔ ⁵³,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Jinan-Liu-2007-201-175-2,,Jinan,Liu-2007-201-175,mɔ⁵³,mɔ⁵³,m ɔ ⁵³,!i,Liu2007,,,,,i n t,hair.feather.fur/毛,263,毛
Rongcheng-Liu-2007-201-175-1,,Rongcheng,Liu-2007-201-175,y²¹³ mɔ⁵²,y²¹³ mɔ⁵²,y ²¹³ + m ɔ ⁵²,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Taiyuan-Liu-2007-201-175-1,,Taiyuan,Liu-2007-201-175,y⁵³ mau²¹,y⁵³ mau²¹,y ⁵³ + m au ²¹,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
XiAn-Liu-2007-201-175-1,,XiAn,Liu-2007-201-175,mɑu²⁴,mɑu²⁴,m ɑu ²⁴,,Liu2007,,,,,i n t,hair.feather.fur/毛,263,毛
Chengdu-Liu-2007-201-175-1,,Chengdu,Liu-2007-201-175,y⁵³⁻⁴⁵ mau²¹,y⁵³⁻⁴⁵ mau²¹,y ⁵³ + m au ²¹,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Nanjing-Liu-2007-201-175-1,,Nanjing,Liu-2007-201-175,i¹¹⁻²¹ mɔ¹³,i¹¹⁻²¹ mɔ¹³,i ¹¹ + m ɔ ¹³,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Jixi-Liu-2007-201-175-1,,Jixi,Liu-2007-201-175,y²¹³⁻³¹ mɤ⁴⁴,y²¹³⁻³¹ mɤ⁴⁴,y ²¹³ + m ɤ ⁴⁴,,Liu2007,,,,,n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Jixi-Liu-2007-201-175-2,,Jixi,Liu-2007-201-175,mɤ⁴⁴,mɤ⁴⁴,m ɤ ⁴⁴,!i,Liu2007,,,,,i n t,hair.feather.fur/毛,263,毛
Suzhou-Liu-2007-201-175-1,,Suzhou,Liu-2007-201-175,y⁴⁴ mæ¹³⁻²¹,y⁴⁴ mæ¹³⁻²¹,y ⁴⁴ + m æ ¹³,!i,Liu2007,,,,,n t + i n t,feather/羽 hair.feather.fur/毛,403 263,羽 毛
Suzhou-Liu-2007-201-175-2,,Suzhou,Liu-2007-201-175,mæ¹³,mæ¹³,m æ ¹³,,Liu2007,,,,,i n t,hair.feather.fur/毛,263,毛
Wenzhou-Liu-2007-201-175-1,,Wenzhou,Liu-2007-201-175,vu²⁴⁻³³ mə³⁴¹⁻²²,vu²⁴⁻³³ mə³⁴¹⁻²²,v u ²⁴ + m ə ³⁴¹,!i,Liu2007,,,,,i n t + i n t,_feather/羽 hair.feather.fur/毛,403 263,羽 毛
Wenzhou-Liu-2007-201-175-2,,Wenzhou,Liu-2007-201-175,mə³⁴¹,mə³⁴¹,m ə ³⁴¹,,Liu2007,,,,,i n t,hair.feather.fur/毛,263,毛
